,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,PavedDrive,PoolQC,Fence,MiscVal,SaleType,SaleCondition,SalePrice,LogSalePrice,Baths,Total_OutdoorSF
415,20,RL,73.0,8899,1,0.0,IR1,Lvl,IC2,Gtl,Gilbert,Norm,1T,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,1340.0,5,1,2.0,1340,3,4.0,6,0.0,Attchd,2007.0,3.0,396.0,3.0,3,0.0,0.0,0,New,Partial,181134.0,12.106992367829498,2.0,130
416,60,RL,74.0,7844,1,0.0,Reg,Lvl,IC2,Gtl,Sawyer,Norm,1T,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3.0,672.0,3,1,2.0,1400,3,3.0,6,3.0,Attchd,1978.0,3.0,440.0,3.0,3,0.0,0.0,0,WD,Normal,149500.0,11.915051671812877,2.0,0
417,70,RL,86.0,22420,1,0.0,IR1,Lvl,IC2,Gtl,Crawfor,Feedr,1T,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,3,3,BrkTil,4.0,1370.0,3,0,1.0,2624,4,3.0,10,4.0,Detchd,1918.0,1.0,864.0,3.0,1,0.0,0.0,0,WD,Normal,239000.0,12.384218830913648,4.0,0
418,50,RL,60.0,8160,1,0.0,Reg,Lvl,IC2,Gtl,Edwards,Norm,1T,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,756.0,2,0,1.0,1134,3,3.0,7,0.0,Detchd,1940.0,1.0,240.0,3.0,2,0.0,0.0,0,WD,AdjLand,126000.0,11.744037185933616,3.0,0
419,20,RL,65.0,8450,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,1056.0,5,1,2.0,1056,3,3.0,6,2.0,Attchd,1968.0,1.0,304.0,3.0,3,0.0,0.0,0,WD,Normal,142000.0,11.863582336583399,2.0,269
420,90,RM,78.0,7060,1,0.0,Reg,Lvl,IC2,Gtl,Mitchel,Norm,2DT,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,3,4,PConc,4.0,1344.0,5,1,2.0,1344,2,3.0,8,0.0,Attchd,1997.0,3.0,784.0,3.0,3,0.0,0.0,0,WD,Alloca,206300.0,12.237086699059343,4.0,0
421,20,RL,,16635,1,0.0,IR1,Lvl,IC2,Gtl,NWAmes,Norm,1T,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,4,3,CBlock,4.0,1602.0,4,1,2.0,1602,3,4.0,8,3.0,Attchd,1977.0,3.0,529.0,3.0,3,0.0,0.0,0,WD,Normal,215000.0,12.2783933071098,3.0,240
422,20,RL,100.0,21750,1,0.0,Reg,HLS,IC2,MS,Mitchel,Artery,1T,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,988.0,5,1,1.0,988,2,3.0,4,0.0,Attchd,1954.0,2.0,520.0,3.0,1,0.0,0.0,0,WD,Normal,113000.0,11.635143097694478,1.0,0
423,60,RL,80.0,9200,1,0.0,Reg,Lvl,IC2,Gtl,NoRidge,Norm,1T,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,4,3,PConc,4.0,1470.0,4,1,2.0,2630,4,4.0,8,3.0,Attchd,1998.0,3.0,696.0,3.0,3,0.0,0.0,0,WD,Normal,315000.0,12.66032791780777,4.0,66
424,20,RL,72.0,9000,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,3,3,CBlock,4.0,1196.0,4,1,1.0,1196,2,3.0,6,4.0,Attchd,1956.0,2.0,297.0,3.0,3,0.0,0.0,0,WD,Normal,139000.0,11.842229212112828,2.0,44
425,60,RM,60.0,3378,1,1.0,Reg,HLS,IC2,Gtl,OldTown,Norm,1T,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3.0,651.0,4,1,2.0,1389,3,3.0,6,4.0,Detchd,1947.0,1.0,240.0,3.0,2,0.0,0.0,0,WD,Normal,135000.0,11.813030057420567,2.0,126
426,80,RL,,12800,1,0.0,Reg,Low,IC2,MS,SawyerW,Norm,1T,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,4,3,PConc,4.0,1518.0,4,1,2.0,1644,2,4.0,5,3.0,Attchd,1989.0,3.0,569.0,3.0,3,0.0,0.0,0,WD,Normal,275000.0,12.524526376648708,4.0,476
427,20,RL,77.0,8593,1,0.0,IR1,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,907.0,5,1,2.0,907,3,3.0,5,0.0,Detchd,1964.0,1.0,352.0,3.0,3,0.0,0.0,0,WD,Normal,109008.0,11.59917655301345,1.0,0
428,20,RL,64.0,6762,1,0.0,Reg,Lvl,IC2,Gtl,CollgCr,Norm,1T,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4.0,1208.0,5,1,2.0,1208,2,4.0,6,0.0,Attchd,2007.0,2.0,628.0,3.0,3,0.0,0.0,0,New,Partial,195400.0,12.182804018590819,3.0,159
429,20,RL,130.0,11457,1,0.0,IR1,Lvl,IC2,Gtl,Timber,Norm,1T,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,1392.0,3,1,2.0,1412,3,4.0,6,3.0,Attchd,1988.0,1.0,576.0,3.0,3,0.0,0.0,0,WD,Normal,175000.0,12.072541252905651,3.0,169
430,160,RM,21.0,1680,1,0.0,Reg,Lvl,IC2,Gtl,BrDale,Norm,2DT,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,3,CBlock,3.0,483.0,3,1,2.0,987,2,3.0,4,0.0,Detchd,1971.0,1.0,264.0,3.0,3,0.0,0.0,0,COD,Abnorml,85400.0,11.355101379776661,2.0,0
431,50,RM,60.0,5586,1,0.0,IR1,Bnk,IC2,Gtl,OldTown,Feedr,1T,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,901.0,4,1,2.0,1198,4,3.0,7,0.0,NA,,0.0,0.0,0.0,1,0.0,1.0,0,ConLD,Abnorml,79900.0,11.288531131754366,1.0,98
432,160,RM,24.0,1920,1,0.0,Reg,Lvl,IC2,Gtl,BrDale,Norm,1T,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,3,3,CBlock,3.0,765.0,5,1,2.0,1365,2,3.0,6,0.0,Detchd,1971.0,1.0,440.0,3.0,3,0.0,0.0,0,WD,Normal,122500.0,11.715866308966918,3.0,276
433,60,RL,100.0,10839,1,0.0,IR1,Lvl,IC2,Gtl,Gilbert,Norm,1T,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,926.0,5,1,2.0,1604,3,3.0,7,3.0,Attchd,1997.0,3.0,470.0,3.0,3,0.0,0.0,0,WD,Normal,181000.0,12.106252310247962,3.0,36
434,180,RM,21.0,1890,1,0.0,Reg,Lvl,IC2,Gtl,MeadowV,Norm,2DT,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4.0,630.0,4,1,2.0,630,1,3.0,3,0.0,NA,,0.0,0.0,0.0,3,0.0,0.0,0,WD,Normal,81000.0,11.302204433654575,2.0,88
435,60,RL,43.0,10667,1,0.0,IR2,Lvl,C3,Gtl,CollgCr,PosN,1T,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,799.0,5,1,2.0,1661,3,4.0,6,3.0,Attchd,1996.0,2.0,550.0,3.0,3,0.0,0.0,0,ConLw,Normal,212000.0,12.26434155365415,4.0,219
436,50,RM,40.0,4400,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,2.0,648.0,3,1,1.0,1118,2,3.0,6,0.0,Detchd,1990.0,1.0,440.0,3.0,3,0.0,0.0,0,WD,Normal,116000.0,11.661345470088502,1.0,0
437,45,RM,50.0,6000,1,0.0,Reg,Lvl,IC2,Gtl,BrkSide,Norm,1T,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3.0,884.0,4,1,2.0,904,2,3.0,4,0.0,Detchd,1926.0,1.0,180.0,3.0,3,0.0,0.0,0,WD,Normal,119000.0,11.686878772093667,1.0,105
438,30,RL,40.0,4280,1,0.0,Reg,Lvl,IC2,Gtl,Crawfor,Norm,1T,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,3,3,PConc,3.0,440.0,3,0,2.0,694,2,4.0,4,4.0,Detchd,1990.0,1.0,352.0,4.0,2,0.0,1.0,0,WD,Normal,90350.0,11.411446296020374,1.0,34
439,50,RL,67.0,12354,1,1.0,Reg,Lvl,IC2,Gtl,Edwards,Norm,1T,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,684.0,4,1,2.0,1196,3,4.0,7,0.0,Detchd,2005.0,1.0,528.0,3.0,3,0.0,1.0,800,ConLI,Normal,110000.0,11.608235644774552,1.0,46
440,20,RL,105.0,15431,1,0.0,Reg,Lvl,IC2,Gtl,NridgHt,Norm,1T,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,5,3,PConc,5.0,3094.0,5,1,2.0,2402,2,5.0,10,4.0,Attchd,2008.0,3.0,672.0,3.0,3,0.0,0.0,0,WD,Normal,555000.0,13.226723392728571,3.0,242
441,90,RL,92.0,12108,1,0.0,Reg,Lvl,IC2,Gtl,Edwards,Norm,2DT,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,3,3,CBlock,3.0,1440.0,3,0,1.0,1440,4,2.0,8,0.0,NA,,0.0,0.0,0.0,3,0.0,0.0,0,WD,Normal,118000.0,11.678439903447801,2.0,0
442,50,RM,52.0,6240,1,0.0,Reg,Lvl,IC2,Gtl,BrkSide,Norm,1T,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,1078.0,3,1,2.0,1573,3,3.0,8,4.0,Detchd,1930.0,1.0,360.0,3.0,2,0.0,0.0,0,WD,Normal,162900.0,12.000891794590137,2.0,0
443,120,RL,53.0,3922,1,0.0,Reg,Lvl,IC2,Gtl,Blmngtn,Norm,1T,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,4,3,PConc,5.0,1258.0,5,1,2.0,1258,2,4.0,6,4.0,Attchd,2007.0,3.0,648.0,3.0,3,0.0,0.0,0,New,Partial,172500.0,12.058152515453552,2.0,160
444,60,RL,70.0,8750,1,0.0,Reg,Lvl,IC2,Gtl,CollgCr,Norm,1T,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4.0,915.0,5,1,2.0,1908,4,4.0,8,3.0,Attchd,1994.0,1.0,493.0,3.0,3,0.0,0.0,0,WD,Normal,210000.0,12.254862809699606,4.0,277
445,20,RL,73.0,9855,1,0.0,Reg,Lvl,IC2,Gtl,Edwards,Norm,1T,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,1436.0,2,1,2.0,1689,3,3.0,7,4.0,Attchd,1956.0,1.0,480.0,3.0,3,0.0,1.0,0,COD,Normal,127500.0,11.755871643580617,1.0,0
446,20,RL,137.0,16492,1,0.0,IR1,Lvl,IC2,Gtl,NAmes,PosA,1T,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,4,3,CBlock,3.0,1517.0,5,1,2.0,1888,2,4.0,6,4.0,Attchd,1966.0,3.0,578.0,3.0,3,0.0,0.0,0,WD,Normal,190000.0,12.154779351142624,3.0,0
447,60,RL,,11214,1,0.0,IR1,Lvl,IC2,Gtl,Gilbert,Norm,1T,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,930.0,4,1,2.0,1886,4,4.0,10,3.0,Attchd,1998.0,3.0,431.0,3.0,3,0.0,0.0,0,WD,Normal,199900.0,12.205572520488492,3.0,89
448,50,RM,50.0,8600,1,0.0,Reg,Bnk,IC2,Gtl,IDOTRR,Norm,1T,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,780.0,3,1,2.0,1376,3,3.0,7,4.0,Detchd,1937.0,1.0,198.0,3.0,1,0.0,0.0,0,WD,Normal,119500.0,11.691071650353702,2.0,0
449,50,RM,50.0,6000,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,649.0,5,1,2.0,1183,2,3.0,6,0.0,Detchd,1981.0,1.0,308.0,3.0,3,0.0,0.0,0,WD,Normal,120000.0,11.695247021764184,2.0,176
450,30,RM,70.0,5684,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,813.0,5,1,1.0,813,2,4.0,5,0.0,Detchd,1932.0,1.0,270.0,2.0,1,0.0,0.0,0,WD,Normal,110000.0,11.608235644774552,1.0,113
451,20,RL,62.0,70761,1,0.0,IR1,Low,IC2,MS,ClearCr,Norm,1T,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,1533.0,3,1,2.0,1533,2,4.0,5,3.0,Attchd,1975.0,1.0,576.0,3.0,3,0.0,0.0,0,WD,Normal,280000.0,12.542544882151386,3.0,254
452,60,RL,,9303,1,0.0,IR1,Lvl,IC2,Gtl,Timber,Norm,1T,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,4,3,PConc,5.0,872.0,5,1,2.0,1756,3,3.0,7,0.0,Attchd,1996.0,3.0,422.0,3.0,3,0.0,0.0,0,WD,Normal,204000.0,12.225875272826354,4.0,266
453,60,FV,75.0,9000,1,0.0,Reg,Lvl,IC2,Gtl,Somerst,Norm,1T,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,768.0,5,1,2.0,1590,3,4.0,6,0.0,Attchd,2008.0,2.0,676.0,3.0,3,0.0,0.0,0,WD,Normal,210000.0,12.254862809699606,3.0,30
454,90,RL,63.0,9297,1,0.0,Reg,Lvl,IC2,Gtl,Mitchel,Norm,2DT,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,1728.0,3,1,2.0,1728,4,3.0,8,0.0,Detchd,1976.0,1.0,560.0,3.0,3,0.0,0.0,0,WD,Family,188000.0,12.144197241812087,4.0,0
455,20,RL,80.0,9600,1,0.0,Reg,Lvl,IC2,Gtl,NWAmes,Norm,1T,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,3,3,CBlock,3.0,1242.0,2,1,2.0,1242,3,3.0,6,3.0,Attchd,1973.0,1.0,528.0,3.0,3,0.0,0.0,0,WD,Normal,175500.0,12.075394321888057,2.0,0
456,70,RM,34.0,4571,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3.0,624.0,2,0,2.0,1344,4,3.0,7,0.0,Detchd,1916.0,1.0,513.0,2.0,3,0.0,0.0,0,COD,Abnorml,98000.0,11.49272275765271,1.0,96
457,20,RL,,53227,1,0.0,IR1,Low,C3,MS,ClearCr,Norm,1T,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,1364.0,5,1,2.0,1663,2,4.0,6,4.0,Attchd,1954.0,3.0,529.0,3.0,3,0.0,0.0,0,WD,Normal,256000.0,12.4529327234617,2.0,361
458,70,RM,,5100,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,3,4,PConc,3.0,588.0,2,1,2.0,1666,3,4.0,7,4.0,Detchd,1925.0,1.0,228.0,3.0,3,0.0,1.0,0,WD,Normal,161000.0,11.9891596439666,1.0,255
459,50,RL,,7015,1,0.0,IR1,Bnk,IC2,Gtl,BrkSide,Norm,1T,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,3,3,CBlock,3.0,709.0,3,1,2.0,1203,3,4.0,5,3.0,Detchd,1950.0,1.0,352.0,3.0,3,0.0,0.0,0,WD,Normal,110000.0,11.608235644774552,2.0,248
460,60,FV,75.0,8004,1,0.0,IR1,Lvl,IC2,Gtl,Somerst,RRAn,1T,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,4,3,PConc,4.0,832.0,5,1,2.0,1935,3,3.0,8,0.0,BuiltIn,2009.0,3.0,552.0,3.0,3,0.0,0.0,0,New,Partial,263435.0,12.481561937216318,4.0,150
461,70,RL,60.0,7200,1,0.0,Reg,Lvl,IC2,Gtl,SWISU,Feedr,1T,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,4.0,560.0,5,1,2.0,1135,3,4.0,6,0.0,Detchd,1971.0,2.0,576.0,3.0,3,0.0,1.0,0,WD,Normal,155000.0,11.951180395901384,2.0,256
462,20,RL,60.0,8281,1,0.0,IR1,Lvl,IC2,Gtl,Sawyer,Norm,1T,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,864.0,4,1,2.0,864,3,3.0,5,1.0,Detchd,1965.0,1.0,360.0,3.0,3,0.0,1.0,0,WD,Normal,62383.0,11.041048081342682,1.0,236
463,70,RL,74.0,11988,1,0.0,IR1,HLS,IC2,MS,Crawfor,Norm,1T,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,CBlock,3.0,715.0,2,1,1.0,1660,3,3.0,6,4.0,Detchd,1939.0,1.0,240.0,3.0,3,0.0,0.0,0,WD,Normal,188700.0,12.147913731356642,2.0,0
464,20,RL,60.0,8430,1,0.0,Reg,HLS,IC2,MS,CollgCr,Norm,1T,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,3,3,CBlock,4.0,1040.0,3,1,2.0,1040,3,3.0,5,0.0,NA,,0.0,0.0,0.0,3,0.0,0.0,0,WD,Normal,124000.0,11.728036844587175,2.0,0
465,120,RM,,3072,1,0.0,Reg,Lvl,IC2,Gtl,Blmngtn,Norm,1T,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,4,3,PConc,4.0,1375.0,5,1,2.0,1414,2,4.0,6,3.0,Attchd,2004.0,3.0,398.0,3.0,3,0.0,0.0,0,WD,Normal,178740.0,12.093687514935382,2.0,164
466,20,RL,85.0,10628,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,4,CBlock,3.0,1277.0,3,1,2.0,1277,2,3.0,5,1.0,Attchd,1970.0,1.0,526.0,3.0,3,0.0,1.0,0,WD,Normal,167000.0,12.025749091398891,2.0,176
467,70,RL,79.0,9480,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Artery,1T,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,3,3,CBlock,3.0,728.0,5,1,2.0,1644,3,4.0,7,4.0,Attchd,1942.0,1.0,312.0,3.0,3,0.0,0.0,0,WD,Normal,146500.0,11.894780707439258,2.0,168
468,20,RL,98.0,11428,1,0.0,IR1,Lvl,IC2,Gtl,NridgHt,Norm,1T,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4.0,1626.0,5,1,2.0,1634,3,4.0,7,4.0,Attchd,2006.0,2.0,866.0,3.0,3,0.0,0.0,0,WD,Normal,250000.0,12.429216196844383,2.0,44
469,60,RL,76.0,9291,1,0.0,IR1,Lvl,IC2,Gtl,SawyerW,RRNe,1T,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,4,3,PConc,4.0,832.0,5,1,2.0,1710,3,4.0,7,0.0,Attchd,1993.0,2.0,506.0,3.0,3,0.0,0.0,0,WD,Normal,187000.0,12.138863895836725,3.0,214
470,120,RL,,6820,1,0.0,IR1,Lvl,IC2,Gtl,StoneBr,Norm,1T,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,1488.0,3,1,2.0,1502,1,4.0,4,0.0,Attchd,1985.0,2.0,528.0,3.0,3,0.0,0.0,0,WD,Normal,212000.0,12.26434155365415,3.0,194
471,60,RL,92.0,11952,1,0.0,Reg,Lvl,IC2,Gtl,NWAmes,PosA,1T,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,3,3,CBlock,4.0,808.0,3,1,2.0,1969,3,3.0,8,4.0,Attchd,1977.0,2.0,534.0,3.0,3,0.0,0.0,0,WD,Normal,190000.0,12.154779351142624,3.0,276
472,180,RM,35.0,3675,1,0.0,Reg,Lvl,IC2,Gtl,Edwards,Norm,1T,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,3,3,PConc,4.0,547.0,5,1,2.0,1072,2,3.0,5,0.0,Basment,2005.0,2.0,525.0,3.0,3,0.0,0.0,0,WD,Normal,148000.0,11.904967552746252,2.0,28
473,20,RL,110.0,14977,1,0.0,IR1,Lvl,IC2,Gtl,NridgHt,Norm,1T,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,4,3,PConc,5.0,1976.0,5,1,2.0,1976,2,4.0,7,5.0,Attchd,2006.0,2.0,908.0,3.0,3,0.0,0.0,0,New,Partial,440000.0,12.994530005894443,3.0,313
474,120,RL,41.0,5330,1,0.0,Reg,Lvl,IC2,Gtl,StoneBr,Norm,1T,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,1494.0,5,1,2.0,1652,2,5.0,6,0.0,Attchd,2000.0,2.0,499.0,3.0,3,0.0,0.0,0,WD,Normal,251000.0,12.43320821811392,3.0,144
475,20,RL,80.0,8480,1,0.0,Reg,Lvl,IC2,Gtl,Sawyer,Norm,1T,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,970.0,3,1,2.0,970,2,3.0,5,0.0,Detchd,1996.0,1.0,624.0,3.0,3,0.0,0.0,0,WD,Normal,132500.0,11.794337924408413,2.0,216
476,20,RL,75.0,13125,1,0.0,Reg,Lvl,IC2,MS,CollgCr,Norm,1T,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,3,3,PConc,4.0,1478.0,5,1,2.0,1493,3,4.0,7,3.0,Attchd,1997.0,3.0,508.0,3.0,3,0.0,0.0,0,WD,Normal,208900.0,12.249610947544657,3.0,179
477,60,RL,105.0,13693,1,0.0,Reg,Lvl,IC2,Gtl,NridgHt,Norm,1T,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,5,3,PConc,4.0,2153.0,5,1,2.0,2643,3,5.0,9,4.0,BuiltIn,2006.0,3.0,694.0,3.0,3,0.0,0.0,0,WD,Normal,380000.0,12.84792653170257,3.0,498
478,20,RL,79.0,10637,1,0.0,Reg,Lvl,IC2,Gtl,CollgCr,Norm,1T,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,4,3,PConc,5.0,1705.0,5,1,2.0,1718,3,4.0,7,4.0,Attchd,2007.0,2.0,826.0,3.0,3,0.0,0.0,0,WD,Normal,297000.0,12.601487417784837,3.0,252
479,30,RM,50.0,5925,1,0.0,Reg,Bnk,IC2,Gtl,OldTown,Norm,1T,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,3,3,BrkTil,2.0,907.0,3,1,2.0,1131,2,3.0,7,0.0,Detchd,1995.0,1.0,672.0,3.0,3,0.0,1.0,0,WD,Alloca,89471.0,11.401669829409995,1.0,72
480,20,RL,98.0,16033,1,0.0,IR1,Lvl,IC2,Gtl,NridgHt,Norm,1T,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,4,3,PConc,5.0,1833.0,5,1,2.0,1850,3,4.0,8,4.0,Attchd,2004.0,3.0,772.0,3.0,3,0.0,0.0,0,WD,Normal,326000.0,12.694652660348845,3.0,631
481,20,RL,72.0,11846,1,0.0,IR1,HLS,IC2,Gtl,NridgHt,Norm,1T,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,4,3,PConc,5.0,1792.0,5,1,2.0,1792,2,5.0,6,4.0,Attchd,2003.0,3.0,874.0,3.0,3,0.0,0.0,0,WD,Normal,374000.0,12.832011076396668,3.0,255
482,70,RM,50.0,2500,1,2.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,4,3,PConc,3.0,910.0,5,1,2.0,1826,4,5.0,7,4.0,Attchd,1915.0,1.0,164.0,2.0,3,0.0,0.0,0,WD,Normal,155000.0,11.951180395901384,3.0,0
483,120,RM,32.0,4500,1,0.0,Reg,Lvl,IC2,Gtl,Mitchel,Norm,2DT,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,5.0,1216.0,5,1,2.0,1216,2,3.0,5,0.0,Attchd,1998.0,1.0,402.0,3.0,3,0.0,0.0,0,WD,Normal,164000.0,12.007621706806335,3.0,125
484,20,RL,,7758,1,0.0,IR1,Lvl,IC2,Gtl,Sawyer,Norm,1T,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,3.0,999.0,4,1,2.0,999,3,4.0,6,0.0,Detchd,1963.0,1.0,264.0,3.0,3,0.0,0.0,0,WD,Normal,132500.0,11.794337924408413,2.0,132
